ACCE_ABSORB_COST	Cena absorpce: %d
BANK_APPEND_LOG_SEND	Send
BANK_APPEND_LOG_RECEIVED	Received
BANK_APPEND_LOG_CHANGE_PW	Changed pin
BANK_WRONG_ID	Account name is incorrect!
BANK_WRONG_PW	Password is incorrect!
BANK_CHOOSE_BOARD_TITLE	Account bank
BANK_CHOOSE_CREATE	Create account
BANK_CHOOSE_LOGIN	Login
BANK_CREATE_TITLE	Create account bank
BANK_LOGIN_TITLE	Login on account bank
BANK_SEND_TITLE	Send money to other account
BANK_CHANGEPW_TITLE	Change password on account
BANK_LINE_ACCOUNT	Account name:
BANK_LINE_PASSWORD	Password:
BANK_LINE_AMOUNT	Amount
BANK_LINE_REPASSWORD	Repeat password:
BANK_TITLE_LOGS_DATE	#Date
BANK_TITLE_LOGS_HOUR	#Hour
BANK_TITLE_LOGS_ACTION	#Action
BANK_TITLE_LOGS_IP	#IP
BANK_TITLE_LOGS_TARGET	#To || #From
BANK_TITLE_LOGS_AMOUNT	#Amount
BANK_ADD_TITLE	Bank: Add money
BANK_WITHDRAW_TITLE	Bank: Withdraw money
BANK_TYPE_AMOUNT	Enter the amount:
DUEL_BLOCK_CHANGE_ITEM	[x] Zmìna vıbavy
DUEL_BLOCK_BUFF	[x] Buff
DUEL_BLOCK_POTION_RED	[x] Èervené elixíry
DUEL_BLOCK_HORSE_MOUNT	[x] Kùn/Mount
DUEL_BLOCK_PET	[x] Mazlíèek
DUEL_BLOCK_POLY	[x] Promìna
DUEL_BLOCK_PARTY	[x] Skupina
DUEL_BLOCK_EXCHANGE	[x] Obchodování
DUEL_TARGET_NAME	Souboj s:  
DUEL_MONEY_ADD	[i] Pøidat
DUEL_MONEY_CANCEL	[i] Zrušit
DUEL_MONEY_TITLE	[i] Vsadit yangy
DUEL_MONEY_CURRENT	Aktuální yangy: 
DUEL_VICTIM_ERROR	<Varování> Mùeš pozce pøíjmout nebo odmítnout souboj.
DUEL_MONEY_ERROR_1	<Varování> Mùeš zadat jen èíslo.
DUEL_MONEY_ERROR_2	<Varování> Zadané èíslo je menší nebo rovno 0.
DUEL_MONEY_ERROR_3	<Varování> Nemáš dostatek zásob u sebe.
DUEL_TITLENAME	Správa ukázky vıbavy pro pvp system
DUEL_EQUIP_BLOCK	Blokovat
DUEL_EQUIP_UNBLOCK	Povolit
DUEL_TITLENAME_EQUIP	Protivníkova vıbava:
DUEL_CHOOSE_BLOCK	Co chcete blokovat:
DUEL_INFO_1	Jméno:
DUEL_INFO_2	Cech:
DUEL_INFO_3	Level:
DUEL_INFO_4	Èash ve høe:
DUEL_INFO_5	Vsadit na vıherce:
DUEL_INFO_6	Informace o tvém protivníkovi:
DUEL_LIVE_VICTIM_LEVEL	Level:
DUEL_LIVE_VICTIM_NAME	Jméno:
DUEL_MANAGER_TITLE	Správa zobrazení vıbavy
QUESTCATEGORY_0	Main Quests
QUESTCATEGORY_1	Sub Quests
QUESTCATEGORY_2	Collect Quests
QUESTCATEGORY_3	Levelup Quests
QUESTCATEGORY_4	Scroll Quests
QUESTCATEGORY_5	System Quests
TICKET_BUTTON_DESC	Management Ticket System
TICKET_BTN_ERROR_OPEN	First time, close window with logs.
TICKET_BTN_BAN	Ban user
TICKET_BTN_UNBAN	Unban user
TICKET_BTN_OPEN	Open ticket
TICKET_BTN_CLOSED	Close ticket
TICKET_BTN_OPEN_STAFF	Open page
TICKET_TXT_SELECT_SORT	Select method sort tickets:
TICKET_STAFF_TITLENAME	TicketSystem - Welcome to Administration Area
TICKET_TOOLTIP_SORT_A	[Sort by date] __________________________________ This filter sorting you will distribute all the logs that will be sorted out only those were created last time.
TICKET_TOOLTIP_SORT_B	[Sort by status open] __________________________________ This filter sorting you will distribute all the logs that will be sorted out only those who have OPENED their status and were was created last time.
TICKET_TOOLTIP_SORT_C	[Sort by status closed] __________________________________ This filter sorting you will distribute all the logs that will be sorted out only those who have CLOSED their status and were was created last time.
TICKET_TOOLTIP_SORT_D	[Sort by priority] __________________________________ This filter sorting you will distribute all the logs that will be sorted out only those were priority is big like medium/high and were was created last time.
TICKET_USER_NAME	Name of user what created ticket:                                        |cFFffe700
TICKET_TITLE_REASON	Ban account
TICKET_INPUT_REASON	Type a reason for ban:
TICKET_REPLY_FROM	From: 
TICKET_ADMINISTRATION	Administration
TICKET_RESET_FIELDS	Reset fields
TICKET_SUBMIT_REPLY	Submit reply
TICKET_CURRENT_PAGE_A	[!] Current page: [%d - %d]
TICKET_CURRENT_PAGE_B	[%d - %d]
TICKET_REPLY_MAX_LENGTH	[!] Current/Max chars:
TICKET_FAKE_TEXT_A	Type a title.... (a-Z,0-9)
TICKET_FAKE_TEXT_B	Type a content.... (a-Z,0-9)
TICKET_TOOLTIP_PRIORITY_A	Priority Low
TICKET_TOOLTIP_PRIORITY_B	Priority Medium
TICKET_TOOLTIP_PRIORITY_C	Priority High
TICKET_LEN_TITLE	Title:
TICKET_LEN_CONTENT	Content:
TICKET_LOGS_TITLE_NAME	Logs tickets
TICKET_LOGS_ID	ID
TICKET_LOGS_TITLE	Title
TICKET_LOGS_PRIORITY	Priority
TICKET_LOGS_DATE	Date
TICKET_LOGS_STATUS	Status
TICKET_BUTTON_TICKETS	Logs tickets
TICKET_BUTTON_RESET_FIELDS	Reset fields
TICKET_BUTTON_SUBMIT	Submit ticket
TICKET_CHOICE_PRIORITY	The ticket priority:
TICKET_INFO_ID	Ticket ID:
TICKET_INFO_DATE	Create on date:
TICKET_INFO_PRIORITY	Priority:
TICKET_INFO_STATUS	[!] Current status:
TICKET_INFO_CONTENT	Content:
TICKET_STATUS_OPEN	Opened
TICKET_STATUS_CLOSED	Closed
TICKET_PRIORITY_LOW	Low
TICKET_PRIORITY_MEDIUM	Medium
TICKET_PRIORITY_HIGH	High
DETAILS_TITLE	Details
DETAILS_CATE_1	Schaden/Verteidigung
DETAILS_CATE_2	Elementarboni
DETAILS_CATE_3	Klassenboni
DETAILS_CATE_4	Waffenboni
DETAILS_CATE_5	Sonstige Boni
DETAILS_CATE_6	Spezialboni
DETAILS_1	St. vs. Halbmenschen
DETAILS_2	Wid. vs. Halbmenschen
DETAILS_3	Stark vs. Orks
DETAILS_4	Stark vs. Untote
DETAILS_5	Stark vs. Monster
DETAILS_6	St. vs. Zodiak-Monster
DETAILS_7	Stark vs. Tiere
DETAILS_8	Stark vs. Esoterische
DETAILS_9	Stark vs. Teufel
DETAILS_10	St. vs. Wüstenmonster
DETAILS_11	Stark vs. Insekten
DETAILS_12	Angriffswert
DETAILS_13	Verteidigungswert
DETAILS_14	Durchschnittsschaden
DETAILS_15	Wid. Durchschnittssch.
DETAILS_16	Fähigkeitsschaden
DETAILS_17	Wid. Fähigkeitssch.
DETAILS_18	Magie-/Nahkampfangriff
DETAILS_19	Magischer Angriff
DETAILS_20	Krit. Trefferchance
DETAILS_21	Durchb. Treffer
DETAILS_22	Wid. krit. Treffer
DETAILS_23	Wid. durchb. Treffer
DETAILS_24	Blitzwiderstand
DETAILS_25	Eiswiderstand
DETAILS_26	Wid. vs. Dunkelheit
DETAILS_27	Feuerwiderstand
DETAILS_28	Windwiderstand
DETAILS_29	Erdwiderstand
DETAILS_30	Kraft der Blitze
DETAILS_31	Kraft des Eises
DETAILS_32	Kraft der Dunkelheit
DETAILS_33	Kraft des Feuers
DETAILS_34	Kraft des Windes
DETAILS_35	Kraft der Erde
DETAILS_36	Stark vs. Krieger
DETAILS_37	Stark vs. Ninja
DETAILS_38	Stark vs. Sura
DETAILS_39	Stark vs. Schamanen
DETAILS_40	Stark vs. Lykaner
DETAILS_41	Abwehr vs. Krieger
DETAILS_42	Abwehr vs. Ninja
DETAILS_43	Abwehr vs. Sura
DETAILS_44	Abw. vs. Schamanen
DETAILS_45	Abwehr vs. Lykaner
DETAILS_46	Schwertverteidigung
DETAILS_47	Zweihandverteidigung
DETAILS_48	Dolchverteidigung
DETAILS_49	Krallenverteidigung
DETAILS_50	Glockenverteidigung
DETAILS_51	Fächerverteidigung
DETAILS_52	Pfeilverteidigung
DETAILS_53	Ohnmachtschance
DETAILS_54	Verlangsamungschance
DETAILS_55	Vergiftungschance
DETAILS_56	Giftwiderstand
DETAILS_57	Blutungsangriff
DETAILS_58	Wid. Blutungsangriff
DETAILS_59	Lebensraub
DETAILS_60	MP-Raub
DETAILS_61	TP-Wiederherstellung
DETAILS_62	MP-Wiederherstellung
DETAILS_63	Angriff blocken
DETAILS_64	Pfeilangriff ausweichen
DETAILS_65	Nahkampftr. reflekt.
DETAILS_66	TP-Wdsg. beim Töten
DETAILS_67	MP-Wdsg. beim Töten
DETAILS_68	2-fach EXP
DETAILS_69	2-fach Yang
DETAILS_70	Dropchance
DETAILS_71	Angriffswert
DETAILS_72	Verteidigung
DETAILS_73	EXP
DETAILS_74	Dropchance
DETAILS_75	2-fach Yang
DETAILS_76	Magiewiderstand
DETAILS_77	Magiebruch
DETAILS_TOOLTIP_1	Stark gegen Halbmenschen: Fügt Halbmenschen größeren Schaden zu.
DETAILS_TOOLTIP_2	Widerstand gegen Halbmenschen: Verringert den Schaden, den man von Halbmenschen erleidet.
DETAILS_TOOLTIP_3	Stärke gegen Orks: Fügt Orks größeren Schaden zu.
DETAILS_TOOLTIP_4	Stark gegen Untote: Fügt Untoten größeren Schaden zu.
DETAILS_TOOLTIP_5	Stark gegen Monster: Fügt Monstern größeren Schaden zu.
DETAILS_TOOLTIP_6	Stark gegen Zodiak-Monster: Fügt Zodiak-Monstern größeren Schaden zu.
DETAILS_TOOLTIP_7	Stark gegen Tiere: Fügt Wildtieren größeren Schaden zu.
DETAILS_TOOLTIP_8	Stark gegen Esoterische: Fügt Esoterischen größeren Schaden zu.
DETAILS_TOOLTIP_9	Stark gegen Teufel: Fügt Teufel größeren Schaden zu.
DETAILS_TOOLTIP_10	Stark gegen Wüstenmonster: Fügt Wüstenmonstern größeren Schaden zu.
DETAILS_TOOLTIP_11	Stark gegen Insekten: Fügt Insekten größeren Schaden zu.
DETAILS_TOOLTIP_12	Erhöht deinen Angriffswert.
DETAILS_TOOLTIP_13	Erhöht deinen Verteidigungswert.
DETAILS_TOOLTIP_14	Vergrößert den Durchschnittsschaden, den du Gegnern bei einem Angriff zufügst.
DETAILS_TOOLTIP_15	Widerstand gegen Durchschnittsschaden: Verringert den Schaden, den du bei einem Angriff erleidest.
DETAILS_TOOLTIP_16	Erhöht den Schaden, den eine Fertigkeit verursacht.
DETAILS_TOOLTIP_17	Widerstand gegen Fertigkeitsschaden: Verringert den Schaden, der dir durch eine Fertigkeit zugefügt wird.
DETAILS_TOOLTIP_18	Sowohl der körperliche als auch der magische Angriffswert wird erhöht.
DETAILS_TOOLTIP_19	Erhöht den Schaden, den du Gegnern durch einen magischen Angriff zufügst.
DETAILS_TOOLTIP_20	Steigert die Chance, einen kritischen Treffer zu erwirken.
DETAILS_TOOLTIP_21	Chance auf einen durchbohrenden Treffer: Steigert die Chance, einen durchbohrenden Treffer zu landen.
DETAILS_TOOLTIP_22	Widerstand gegen kritischen Treffer: Verringert den Schaden, der durch einen kritischen Treffer verusacht wird.
DETAILS_TOOLTIP_23	Widerstand gegen durchbohrenden Treffer: Verringert den Schaden, der durch einen durchbohrenden Treffer verusacht wird.
DETAILS_TOOLTIP_24	Verringert den Schaden, den man durch bestimmte Monster erleidet.
DETAILS_TOOLTIP_25	Verringert den Schaden, den man durch bestimmte Monster erleidet.
DETAILS_TOOLTIP_26	Widerstand gegen Dunkelheit: Verringert den Schaden, den man durch bestimmte Monster erleidet.
DETAILS_TOOLTIP_27	Verringert den Schaden, den man durch bestimmte Monster erleidet.
DETAILS_TOOLTIP_28	Verringert den Schaden, den man durch bestimmte Monster erleidet.
DETAILS_TOOLTIP_29	Verringert den Schaden, den man durch bestimmte Monster erleidet.
DETAILS_TOOLTIP_30	Erhöht den Schaden, den du verursachst, durch die Kraft der Blitze.
DETAILS_TOOLTIP_31	Erhöht den Schaden, den du verursachst, durch die Kraft des Eises.
DETAILS_TOOLTIP_32	Erhöht den Schaden, den du verursachst, durch die Kraft der Dunkelheit.
DETAILS_TOOLTIP_33	Erhöht den Schaden, den du verursachst, durch die Kraft des Feuers.
DETAILS_TOOLTIP_34	Erhöht den Schaden, den du verursachst, durch die Kraft des Windes.
DETAILS_TOOLTIP_35	Erhöht den Schaden, den du verursachst, durch die Kraft der Erde.
DETAILS_TOOLTIP_36	Stark gegen Krieger: Fügt Kriegern größeren Schaden zu.
DETAILS_TOOLTIP_37	Stark gegen Ninja: Fügt Ninja größeren Schaden zu.
DETAILS_TOOLTIP_38	Stark gegen Sura: Fügt Sura größeren Schaden zu.
DETAILS_TOOLTIP_39	Stark gegen Schamanen: Fügt Schamanen größeren Schaden zu.
DETAILS_TOOLTIP_40	Stark gegen Lykaner: Fügt Lykanern größeren Schaden zu.
DETAILS_TOOLTIP_41	Abwehrchance gegen Kriegerangriffe: Verringert den Schaden, den man durch Krieger erleidet.
DETAILS_TOOLTIP_42	Abwehrchance gegen Ninjaangriffe: Verringert den Schaden, den man durch Ninja erleidet.
DETAILS_TOOLTIP_43	Abwehrchance gegen Suraangriffe: Verringert den Schaden, den man durch Sura erleidet.
DETAILS_TOOLTIP_44	Abwehrchance gegen Schamanenangriffe: Verringert den Schaden, den man durch Schamanen erleidet.
DETAILS_TOOLTIP_45	Abwehrchance gegen Lykanerangriffe: Verringert den Schaden, den man durch Lykaner erleidet.
DETAILS_TOOLTIP_46	Verringert den Schaden, der durch ein Schwert verursacht wird.
DETAILS_TOOLTIP_47	Verringert den Schaden, der durch eine Zweihandwaffe verursacht wird.
DETAILS_TOOLTIP_48	Verringert den Schaden, der durch einen Dolch verursacht wird.
DETAILS_TOOLTIP_49	Verringert den Schaden, der durch eine Kralle verursacht wird.
DETAILS_TOOLTIP_50	Verringert den Schaden, der durch eine Glocke verursacht wird.
DETAILS_TOOLTIP_51	Verringert den Schaden, der durch einen Fächer verursacht wird.
DETAILS_TOOLTIP_52	Verringert den Schaden, der durch Pfeil und Bogen verursacht wird.
DETAILS_TOOLTIP_53	Steigert die Chance, einen Gegner in Ohnmacht zu versetzen.
DETAILS_TOOLTIP_54	Steigert die Chance, einen Gegner zu verlangsamen.
DETAILS_TOOLTIP_55	Steigert die Chance, einen Gegner zu vergiften.
DETAILS_TOOLTIP_56	Verringert den Schaden, der durch Gift verursacht wird.
DETAILS_TOOLTIP_57	Steigert die Chance, einen Blutungsangriff zu erwirken.
DETAILS_TOOLTIP_58	Widerstand gegen Blutungsangriff: Verringert den Schaden, der durch einen Blutungsangriff verursacht wird.
DETAILS_TOOLTIP_59	Entzieht deinem Gegner TP, wenn du ihn triffst.
DETAILS_TOOLTIP_60	Entzieht deinem Gegner MP, wenn du ihn triffst.
DETAILS_TOOLTIP_61	Beschleunigt die Regeneration deiner Trefferpunkte.
DETAILS_TOOLTIP_62	Beschleunigt die Regeneration deiner Manapunkte.
DETAILS_TOOLTIP_63	Chance, Nahkampfangriff abzublocken: Steigert die Chance, einem Nahkampfangriff auszuweichen.
DETAILS_TOOLTIP_64	Chance, Pfeilangriff auszuweichen: Steigert die Chance, einem Pfeil- oder Fernangriff eines Monsters auszuweichen.
DETAILS_TOOLTIP_65	Chance, Nahkampftreffer zu reflektieren: Ein Teil des Nahkampfschadens wird auf den Gegner zurückgeworfen.
DETAILS_TOOLTIP_66	TP-Wiederherstellung beim Töten: Wenn du einen Gegner tötest, erhöhen sich deine Trefferpunkte.
DETAILS_TOOLTIP_67	MP-Wiederherstellung beim Töten: Wenn du einen Gegner tötest, erhöhen sich deine Manapunkte.
DETAILS_TOOLTIP_68	Chance, doppelte Erfahrung zu bekommen: Steigert die Chance auf einen EXP-Bonus, wenn du deinen Gegner besiegt hast.
DETAILS_TOOLTIP_69	Chance, eine doppelte Menge Yang fallen zu lassen: Steigert deine Chance, die doppelte Menge Yang zu erhalten.
DETAILS_TOOLTIP_70	Chance, Gegenstände fallen zu lassen: Steigert die Chance, Gegenstände doppelt zu erbeuten.
DETAILS_TOOLTIP_71	Erhöht deinen Angriffswert.
DETAILS_TOOLTIP_72	Erhöht deinen Verteidigungswert.
DETAILS_TOOLTIP_73	Erhöht das Sammeln von Erfahrung.
DETAILS_TOOLTIP_74	Dropchance von Gegenständen: Steigert deine Chance, Gegenstände zu erbeuten.
DETAILS_TOOLTIP_75	Dropchance Yang: Steigert deine Chance, mehr Yang zu erbeuten.
DETAILS_TOOLTIP_76	Verringert den Schaden, den du durch einen magischen Angriff erleidest.
DETAILS_TOOLTIP_77	Verringert den Magiewiderstand deines Gegners.
DETAILS_TOOLTIP_ATTBONUS_BELL	Bruch von Glockenverteidigung: Reduziert die Glockenverteidigung deines Gegners.
DETAILS_TOOLTIP_ATTBONUS_BOW	Bruch von Pfeilverteidigung: Reduziert die Pfeilverteidigung deines Gegners.
DETAILS_TOOLTIP_ATTBONUS_CLAW	Bruch von Krallenverteidigung: Reduziert die Krallenverteidigung deines Gegners.
DETAILS_TOOLTIP_ATTBONUS_DAGGER	Bruch von Dolchverteidigung: Reduziert die Dolchverteidigung deines Gegners.
DETAILS_TOOLTIP_ATTBONUS_FAN	Bruch von Fächerverteidigung: Reduziert die Fächerverteidigung deines Gegners.
DETAILS_TOOLTIP_ATTBONUS_SWORD	Bruch von Schwertverteidigung: Reduziert die Schwertverteidigung deines Gegners.
DETAILS_TOOLTIP_ATTBONUS_TWOHAND	Bruch von Zweihandverteidigung: Reduziert die Zweihandverteidigung deines Gegners.
DETAILS_TOOLTIP_RESIST_MOUNT_FALL	Widerstand gegen Sturz: Verringert die Wahrscheinlichkeit, dass du von deinem Reittier stürzt.
DETAILS_ATTBONUS_BELL	Bruch von Glocke
DETAILS_ATTBONUS_BOW	Bruch von Pfeil
DETAILS_ATTBONUS_CLAW	Bruch von Kralle
DETAILS_ATTBONUS_DAGGER	Bruch von Dolch
DETAILS_ATTBONUS_FAN	Bruch von Fächer
DETAILS_ATTBONUS_SWORD	Bruch von Schwert
DETAILS_ATTBONUS_TWOHAND	Bruch von Zweihand
DETAILS_RESIST_MOUNT_FALL	Widerstand g. Sturz
SIMYA_OTO_YAZISI	Automatické vylepšování
SIMYA_REFINE_UYARI	U starovìké a legendární alchymie nemùeš pouít automatické vylepšení
CHANNEL	Canal
CHANNELING_CANNOT_LOGOUT	Nu po?i reveni la ecranul de login.
CHANNEL_EMPTY_SERVER	Niciun server
CHANNEL_NORMAL	Canal %d
CHANNEL_NOTIFY_FULL	Acest canal este plin! Alege te rog altul.
CHANNEL_NOT_FIND_INFO	Nici o informa?ie gasita via Canal.
CHANNEL_PVP	Duel liber
CHANNEL_SELECT_CHANNEL	Alege canalul
CHANNEL_SELECT_REGION	Selecteaza regiunea.
CHANNEL_SELECT_SERVER	Alege serverul
CHANNEL_TEST_SERVER	Testeaza serverul
CHANNEL_TEST_SERVER_ADDR	Test %s:%d
ITEMSHOP_TITLE_NAME	Itemshop
ITEMSHOP_ISHOP_NAME	Itemshop
ITEMSHOP_DRSSHOP_NAME	Drs shop
ITEMSHOP_3RDSHOP_NAME	Other shop
ITEMSHOP_HOME_NAME	Home
ITEMSHOP_WHEEL_NAME	Wheel of Destiny
ITEMSHOP_LOGS_NAME	Logs
ITEMSHOP_ADMIN_PANEL_NAME	GM Zone
ITEMSHOP_SHOP_TITLE	Shop:
ITEMSHOP_3RDSHOP_COINS	%d AP's
ITEMSHOP_ISHOP_COIN	MD's
ITEMSHOP_DRSSHOP_COIN	DR's
ITEMSHOP_3RDSHOP_COIN	AP's
ITEMSHOP_SEARCH_TEXT	Search...
ITEMSHOP_SEARCH_TOOLTIP_BUTTON	Search
ITEMSHOP_ITEM_AMOUNT	ud.
ITEMSHOP_BUY_BUTTON	Buy
ITEMSHOP_DELETE_ITEM_TOOLTIP_BUTTON	Delete item
ITEMSHOP_DELETE_ITEM_QUESTION	Are you sure that you want to delete this item?
ITEMSHOP_CHANGE_PRICE_TOOLTIP_BUTTON	Change price
ITEMSHOP_NEW_PRICE_TITLE	New price:
ITEMSHOP_ACCEPT_CHANGE_PRICE	OK
ITEMSHOP_CANCEL_CHANGE_PRICE	NO
ITEMSHOP_CHANGE_PRICE_QUESTION	Are you sure that you want to change this item price?
ITEMSHOP_PRICE_TITLE_BOX	Price: %d %s
ITEMSHOP_BUY_ITEM_WITHOUT_AMOUNT_QUESTION	Do you want to buy %s for %d %s?
ITEMSHOP_BUY_ITEM_WITH_AMOUNT_QUESTION	Do you want to buy %sx %s for %d %s?
ITEMSHOP_HOURS_MINUTES_SECONDS	%dh %dm %ds
ITEMSHOP_DATE	Date: %s
ITEMSHOP_HOUR	Hour: %s
ITEMSHOP_ITEM_DISCOUNT_QUESTION	Are you sure that you want to apply a discount of %d%% to %s for %dh, %dm and %ds?
ITEMSHOP_CATEGORY_DISCOUNT_QUESTION	Are you sure that you want to apply a discount of %d%% to this category for %dh, %dm and %ds?
ITEMSHOP_UPDATE_COINS_TOOLTIP_BUTTON	Update coins
ITEMSHOP_MOST_BOUGHT_ITEMS	Most bought items
ITEMSHOP_LAST_DISCOUNTS	Last discounts
ITEMSHOP_BEST_WHEEL_PRIZES	Best prizes
ITEMSHOP_WHEEL_PRICE1	PRICE
ITEMSHOP_WHEEL_PRICE2	10 COINS
ITEMSHOP_ADMIN_PANEL_TITLE	Administration
ITEMSHOP_ADMIN_PANEL_ADD_DISCOUNTS_TOOLTIP_BUTTON	Add discounts with time to an item.
ITEMSHOP_ADMIN_PANEL_ADD_DISCOUNTS_TEXT_BUTTON	Add discounts
ITEMSHOP_ADMIN_PANEL_ADD_ITEMS_TOOLTIP_BUTTON	Add new items to the shop.
ITEMSHOP_ADMIN_PANEL_ADD_ITEMS_TEXT_BUTTON	Add items
ITEMSHOP_ADD_ITEM_VNUM_TITLE	Vnum:
ITEMSHOP_ADD_ITEM_CATEGORY_TITLE	Category:
ITEMSHOP_ADD_ITEM_PRICE_TITLE	Price:
ITEMSHOP_ADD_ITEM_BONUS_TITLE	Bonus
ITEMSHOP_ADD_ITEM_VALUE_TITLE	Value
ITEMSHOP_ADD_ITEM_STONE_TITLE	Stone
ITEMSHOP_ADD_ITEM_RESET_TEXT_BUTTON	Reset
ITEMSHOP_ADD_ITEM_ACCEPT_TEXT_BUTTON	Accept
ITEMSHOP_ADMIN_PANEL_RETURN_TOOLTIP_BUTTON	Return
ITEMSHOP_ADD_DISCOUNT_TITLE1	Apply discount to all category:
ITEMSHOP_ADD_DISCOUNT_DISCOUNT_TITLE	Discount:
ITEMSHOP_ADD_DISCOUNT_HOUR	h
ITEMSHOP_ADD_DISCOUNT_MINUTE	m
ITEMSHOP_ADD_DISCOUNT_SECOND	s
KASMIR_MARKET_PRIVATESHOP_0	Standart
KASMIR_MARKET_PRIVATESHOP_1	Binbir Gece
KASMIR_MARKET_PRIVATESHOP_2	Mangal Ustası
KASMIR_MARKET_PRIVATESHOP_3	Hazine Avcısı
KASMIR_MARKET_PRIVATESHOP_4	Kısık Ate?
KASMIR_MARKET_PRIVATESHOP_5	Silah Satıcısı
KASMIR_MARKET_PRIVATESHOP_6	Zırh Ticareti
KASMIR_MARKET_PRIVATESHOP_7	Simyacı
KASMIR_PAKET_STANDART	Standart
KASMIR_PAKET_FIRE	Cehennem
KASMIR_PAKET_ICE	Buzul Ça?ı
KASMIR_PAKET_PAPER	Par?ömen
KASMIR_PAKET_RIBON	Sava? Sanca?ı
KASMIR_PAKET_WING	Dalgalanan
COMBAT_ZONE_TOOLTIP_BATTLE_POTION	Combat Zone Battle Potion	SNA
COMBAT_ZONE_SHOP_OVERFLOW_LIMIT_TODAY	Current limit + item price exceeds the maximum limit.
COMBAT_ZONE_SHOP_EXCEED_LIMIT_TODAY	You've already exceeded your daily limit for using points.
COMBAT_ZONE_SHOP_NOT_ENOUGH_BATTLE_POINT	You do not have enough combat points.
COMBAT_ZONE_CURRENT_REAL_POINTS	Combat Points: %d
COMBAT_ZONE_LIMIT_SHOP_POINTS	Daily limit: %d/%d
MONETARY_COMBAT_ZONE	Points
GEMS1	Bu slotu [Gaya Magazasini Geniºlet] karºiliginda kullanima açmak ister misin? 
GEMS2	Bu Eºyayi Gaya karºiliginda satin almak istiyor musun?
GEMS3	Bu Eºyayi Gaya karºiliginda satin almak istiyor musun?
GEMS4	[Gaya magazasini sifirla] karºiliginnda market listesini yenilemek ister misin?
GEM_SYSTEM_ADD_SLOT_0	Gerekli Eºya: %s.
GEM_SYSTEM_ADD_SLOT_1	Bu slotu [Gaya Magazasini Geniºlet] karºiliginda kullanima açmak ister misin? 
GEM_SYSTEM_BUY_ITEM	Bu eºyayi satin almak istiyor musun?
GEM_SYSTEM_NAME	Gaya
GEM_SYSTEM_NOT_ENOUGHT_REFRESHITEM	<Gaya Magazasi> Yeterli gaya magazasi yenileme eºyasina sahip degilsin.
GEM_SYSTEM_NOT_ENOUGHT_ADDITEM	<Gaya Magazasi> Yeterince magza geniºletme itemin yok
GEM_SYSTEM_NOT_ENOUGH_HP_GEM	<Gaya Magazasi> Yeterli gaya parasina sahip degislin..
GEM_SYSTEM_GENISLETME_KAC_ADET	<Gaya Magazasi> ilk slotlar için 1,2,4 ister sonrakilerde 8 adet ister
GEM_SYSTEM_NO_MORE_ADDSLOT	<Gaya Magazasi> No more slots can be unlocked.
GEM_SYSTEM_OPEN_GEMSHOP	<Gaya Magazasi> Ilk önce gaya magazasini açmalisin.
GEM_SYSTEM_PICK_GEM	<Gaya Magazasi> Kazanilan Gaya: %d
REVIVE_AUTO_TOWN_MESSAGE	         Teleport za: {}
NEW_EXCHANGE_ADDED	%s Pøidáno %s.
NEW_EXCHANGE_YOU_READY	%s Jsi pøipraven na obchodování.
NEW_EXCHANGE_YOU_ACCEPT	%s Pøíjmul jsi obchod.
NEW_EXCHANGE_ACCEPT	%s %s Pøíjmout obchod.
NEW_EXCHANGE_YOU_ABORT	%s Pøerušil jsi obchod.
NEW_EXCHANGE_ABORT	%s %s zrušil obchod.
NEW_EXCHANGE_LEVEL	Lv. %d
NEW_EXCHANGE_ALERT1	Chceš pøíjmout obchod?
NEW_EXCHANGE_ALERT2	
EXCHANGE_TITLE	Obchod s %s
EXCHANGE_TITLE_LEVEL	Obchod s %s (%d)
NEW_ENCHANT_DIALOG_ALERT_2	Choose the old or new bonuses.
NEW_ENCHANT_DIALOG_ALERT_1	Choose the old or new bonuses and press the Ok button.
CHANGE_LOOK_FAILURE_CLEAN	This item wasn't transmuted yet.
CHANGE_LOOK_DO_YOU_CLEAN	Do you want to remove the transmuted item?
CHANGE_LOOK_CHANGE_ITEM	Do you want to transmute this item?
CHANGE_LOOK_COST	Cost of transmutation: %s Yang
CHANGE_LOOK_DEL_ITEM	The absorbed item will be deleted.
CHANGE_LOOK_TITLE	Transmutation
TITLE_NAME	System Titulù
TITLE_CHARACTER	Charakteristika postavy
TITLE_CURRENT_NAME	Jméno tvého Titulu:
TITLE_LEVEL	Level Postava:
TITLE_TOTAL_AMOUNT	Tvé yangy:
TITLE_MINUTES_PLAYED	Odehranıch minut:
TITLE_SELECT_INFO	Vyberte název ze seznamu vlevo!
TITLE_UNBLOCK	Zpøístupní titul:
TITLE_LIST_NAME	Jméno titulu:
TITLE_INFO_ACTIVATE	Co potøebujete pro aktivaci:
TITLE_WELCOME	Ahoj
TITLE_PREMIUM	<- Prestiní tituly - >
TITLE_FREE	<- Základní tituly - >
TITLE_SHOPPING_AREA	Nákupní centrum
TITLE_CHANGE_FREE	Aktivovat základní titul
TITLE_CHANGE_TITLE_PREMIUM	Aktivovat prestiní titul
TITLE_TRANSFORM_PREMIUM	Zmìnit prestiní titul
TITLE_QUESTIONDIALOG_CHANGE	Chceš opravdu pøíjmout titul?
